"TID_AI_53","Mr Anderson",,,,,,,,,,,,,,,,
"TID_AI_54","Лечу",,,,,,,,,,,,,,,,
"TID_AI_55","Розовый",,,,,,,,,,,,,,,,
"TID_AI_56","Harry",,,,,,,,,,,,,,,,
"TID_AI_57","Kramer",,,,,,,,,,,,,,,,
"TID_AI_58","Luke",,,,,,,,,,,,,,,,
"TID_AI_59","Data",,,,,,,,,,,,,,,,
"TID_AI_60","Дота 2",,,,,,,,,,,,,,,,
"TID_AI_61","Hawkeye",,,,,,,,,,,,,,,,
"TID_AI_62","Kratos",,,,,,,,,,,,,,,,
"TID_AI_63","Picard",,,,,,,,,,,,,,,,
"TID_AI_64","Flash",,,,,,,,,,,,,,,,
"TID_AI_65","Грей",,,,,,,,,,,,,,,,
"TID_AI_66","Robbie",,,,,,,,,,,,,,,,
"TID_AI_67","Ferron",,,,,,,,,,,,,,,,
"TID_AI_68","Я админ",,,,,,,,,,,,,,,,
"TID_AI_69","Ren",,,,,,,,,,,,,,,,
"TID_AI_70","Stimpy",,,,,,,,,,,,,,,,
"TID_AI_71","Conan",,,,,,,,,,,,,,,,
"TID_AI_72","Frasier",,,,,,,,,,,,,,,,
"TID_AI_73","Киборг-убийца",,,,,,,,,,,,,,,,
"TID_AI_74","Han",,,,,,,,,,,,,,,,
"TID_AI_75","TheX",,,,,,,,,,,,,,,,
"TID_AI_76","Batman",,,,,,,,,,,,,,,,
"TID_AI_77","Lothbrok",,,,,,,,,,,,,,,,
"TID_AI_78","Potter",,,,,,,,,,,,,,,,
"TID_AI_79","Williams",,,,,,,,,,,,,,,,
"TID_AI_80","Leia",,,,,,,,,,,,,,,,
"TID_AI_81","Королева",,,,,,,,,,,,,,,,
"TID_AI_82","Saruman",,,,,,,,,,,,,,,,
"TID_AI_83","Посейдон",,,,,,,,,,,,,,,,
"TID_AI_84","Superman",,,,,,,,,,,,,,,,
"TID_AI_85","Harald",,,,,,,,,,,,,,,,
"TID_AI_86","Sherlock",,,,,,,,,,,,,,,,
"TID_AI_87","Я люблю сб",,,,,,,,,,,,,,,,
"TID_AI_88","Сб это крутяк",,,,,,,,,,,,,,,,
"TID_AI_89","Убьёшь = крут",,,,,,,,,,,,,,,,
"TID_AI_90","Аква-чел",,,,,,,,,,,,,,,,
"TID_AI_91","Wolverine",,,,,,,,,,,,,,,,
"TID_AI_92","Екатирина Ботова",,,,,,,,,,,,,,,,
"TID_AI_93","Riker",,,,,,,,,,,,,,,,
"TID_AI_94","Ripley",,,,,,,,,,,,,,,,
"TID_AI_95","Sauron",,,,,,,,,,,,,,,,
"TID_AI_96","Hades",,,,,,,,,,,,,,,,
"TID_AI_97","Vision",,,,,,,,,,,,,,,,
"TID_AI_98","Momoa",,,,,,,,,,,,,,,,
"TID_AI_99","Galious",,,,,,,,,,,,,,,,
"TID_TOTAL_TIME","Total time: <time>","Temps total : <time>","Gesamtzeit: <time>","Tiempo total: <time>","Tempo totale: <time>","Totale tijd: <time>","Toplam süre: <time>","合計時間：<time>","총 시간: <time>","Общее время: <time>","إجمالي المدة: <time>","Tempo total: <time>","总时间：<time>","總時間：<time>","Total Waktu: <time>","เวลาทั้งหมด: <time>","Kokonaisaika: <time>"
"TID_CHAR_CLASS_ALLROUNDER","All-Rounder","Tout-terrain","Allround","Todoterreno","Tuttofare","Alleskunner","Genel","オールラウンダー","만능형","Универсал","فئة مقاتل شامل","Versátil","全面型","全面型","Serba Bisa","สายรอบด้าน","Yleistaituri"
"TID_CHAR_CLASS_ATTACKER","Attacker","Attaquant","Offensive","Atacante","Attaccante","Aanvaller","Saldırı","アタッカー","공격형","Атака","فئة مهاجم","Atacante","输出型","輸出型","Penyerang","สายโจมตี","Hyökkääjä"
"TID_CHAR_CLASS_DEFENDER","Defender","Défenseur","Defensive","Defensor","Difensore","Verdediger","Savunma","ディフェンダー","방어형","Оборона","فئة مدافع","Defensor","防御型","防禦型","Pelindung","สายป้องกัน","Puolustaja"
"TID_CHAR_CLASS_SPEEDSTER","Speedster","Sprinteur","Sprint","Veloz","Sprinter","Snelheidsduivel","Hız","スピードスター","기동형","Ускорение","فئة مقاتل سريع","Ágil","敏捷型","敏捷型","Sprinter","สายว่องไว","Kiituri"
"TID_CHAR_CLASS_SUPPORT_ECONOMY","Supplier","Grippe-sou","Versorgung","Proveedor","Fornitore","Verlener","Tedarikçi","サプライヤー","지원형","Снабжение","فئة مُوّرد","Provedor","资源型","治療型","Penyuplai","สายจัดหา","Tienaaja"
"TID_CHAR_CLASS_SUPPORT_HEALER","Healer","Soigneur","Heilung","Sanador","Guaritore","Genezer","İyileştirici","ヒーラー","치유형","Исцеление","فئة معالج","Curador","治疗型","輔助型","Penyembuh","สายเยียวยา","Parantaja"
"TID_CHAR_CLASS_ALLROUNDER_PLURAL","All-Rounders","Tout-terrain","Allround","Todoterrenos","Tuttofare","Alleskunners","Genel","オールラウンダー","만능형","Универсалы","المقاتلون الشاملون","Versáteis","全面型","全面型","Serba Bisa","สายรอบด้าน","Yleistaiturit"
"TID_CHAR_CLASS_ATTACKER_PLURAL","Attackers","Attaquants","Offensive","Atacantes","Attaccanti","Aanvallers","Saldırı","アタッカー","공격형","Атака","المهاجمون","Atacantes","输出型","輸出型","Penyerang","สายโจมตี","Hyökkääjät"
"TID_CHAR_CLASS_DEFENDER_PLURAL","Defenders","Défenseurs","Defensive","Defensores","Difensori","Verdedigers","Savunma","ディフェンダー","방어형","Оборона","المدافعون","Defensores","防御型","防禦型","Pelindung","สายป้องกัน","Puolustajat"
"TID_CHAR_CLASS_SPEEDSTER_PLURAL","Speedsters","Sprinteurs","Sprint","Veloces","Sprinter","Snelheidsduivels","Hız","スピードスター","기동형","Ускорение","فائقو السرعة","Ágeis","敏捷型","敏捷型","Sprinter","สายว่องไว","Kiiturit"
"TID_CHAR_CLASS_SUPPORT_ECONOMY_PLURAL","Suppliers","Grippe-sous","Versorgung","Proveedores","Fornitori","Verleners","Tedarikçi","サプライヤー","지원형","Снабжение","مُوّردون","Provedores","资源型","治療型","Penyuplai","สายจัดหา","Tienaajat"
"TID_CHAR_CLASS_SUPPORT_HEALER_PLURAL","Healers","Soigneurs","Heilung","Sanadores","Guaritori","Genezers","İyileştirici","ヒーラー","치유형","Исцеление","المعالجون","Curadores","治疗型","輔助型","Penyembuh","สายเยียวยา","Parantajat"
"TID_CHAR_CLASS_INFO_ALLROUNDER","A healthy mix of attack and defense, a solid pick to balance your Squad","Le mélange parfait entre attaque et défense. Un choix solide pour votre squad !","Eine ausgewogene Mischung aus Offensive und Defensive - eignet sich perfekt, um deinen Squad auszubalancieren.","Una mezcla adecuada de ataque y defensa: elecciones muy válidas para equilibrar tu escuadrón.","Un buon compromesso tra attacco e difesa, ideale per bilanciare la squadra.","Zowel goed in aanvallen als verdedigen. Een goede keuze om je squad uit te balanceren.","Hem saldırı hem savunma özelliklerine sahip, takımı dengeleyen karakterler.","攻守のバランスが取れた万能なキャラクターです。","공격과 방어에 두루 능통한 유형으로 스쿼드의 균형을 잡아줍니다.","Гармоничное сочетание атаки и обороны, которое поможет сбалансировать ваш отряд.","مزيج متناسب من الهجوم والدفاع؛ الخيار الأمثل لموازنة فرقتك","A mistura perfeita entre ataque e defesa, a escolha certa para equilibrar seu esquadrão.","攻防兼顾，非常适合用来平衡小队阵容。","攻守兼備，讓突擊隊陣容更全面的可靠選擇。","Dengan kemampuan menyerang dan bertahan yang seimbang, unit ini adalah pilihan ideal untuk menyeimbangkan Skuad.","สัดส่วนที่เหมาะสมของการโจมตีและการป้องกันเป็นอีกหนึ่งตัวเลือกที่ดีที่จะสร้างความสมดุลให้กับก๊วนของคุณ","Hyökkäystä ja puolustusta sopivassa suhteessa, varma valinta tasapainottamaan ryhmää."
"TID_CHAR_CLASS_INFO_ATTACKER","Huge damage but little health, deadly when paired with defensive characters","Beaucoup de dégâts, mais peu de santé. Mortel avec des persos défensifs !","Riesiger Schaden, wenige Trefferpunkte. Tödlich in Kombination mit defensiven Charakteren.","Inflige muchísimo daño, pero tiene muy pocos puntos de vida. Si lo combinas con personajes defensivos, será letal.","Causa danni enormi, ma è fragile come il cristallo. Letale se in compagnia di difensori.","Richt hoge schade aan, maar heeft weinig levenspunten. Zeer effectief in combinatie met verdedigende personages.","Çok hasar verirler ama dayanıklı değillerdir. Savunma odaklı karakterlerle iyi takım olurlar.","HPは低いですが高い攻撃力を誇ります。守備主体のキャラクターとは相性抜群です。","큰 피해를 주지만 HP가 낮은 유형으로, 방어형 캐릭터와 함께 짝을 이루기에 좋습니다.","Большой урон, но маленький запас здоровья. Представляет смертельную угрозу в сочетании с персонажами, ориентированными на оборону.","ضرره كبير لكن بنقاط صحة قليلة، وشديد الخطورة عند دمجه مع شخصيات دفاعية","Causa muito dano, mas tem pouca saúde. Imbatível ao lado de personagens defensivos.","伤害很高，但生命值很低，搭配防御角色效果极佳。","傷害很高，但生命值很低，搭配防禦型角色效果超棒。","Memberikan kerusakan besar, namun memiliki nyawa sedikit. Sangat efektif jika dipasangkan dengan karakter bertipe pelindung.","ความเสียหายรุนแรงแต่พลังชีวิตต่ำ อันตรายเอาเรื่องเมื่อจับคู่กับตัวละครสายป้องกัน","Valtava tuhovoima mutta heikot elämäpisteet, puolustushahmojen parina kuolettava."
"TID_CHAR_CLASS_INFO_DEFENDER","Massively healthy, a great pick for superior Squad defense","Beaucoup de santé, un choix parfait pour protéger votre squad.","Haufenweise Trefferpunkte! Eine tolle Wahl für eine ausgeklügelte Squaddefensive.","Tiene muchos puntos de vida y es una elección ideal para una defensa superior del escuadrón.","Ha punti ferita a non finire, una scelta perfetta per difendere la squadra.","Heeft veel levenspunten. Een goede keuze om je squad optimaal te verdedigen.","Oldukça dayanıklı olan bu karakterler takımın savunmasına yardımcı olur.","HPが高いため、スクワッドの防衛の要になります。","HP가 매우 높은 유형으로 스쿼드를 방어하는 데 최적입니다.","Обладает огромным запасом здоровья. Отличный выбор для эффективной защиты отряда.","يتمتع بصحة هائلة، ويعد الخيار الأمثل لدفاع الفرقة القوي","Muita saúde. A escolha certa para defender bem o esquadrão.","生命值极高，非常适合用来加强小队防御。","生命值極高，鞏固突擊隊防禦的最佳選擇。","Memiliki nyawa yang tebal, karakter ini merupakan pilihan ideal untuk melindungi Skuad.","พลังชีวิตมหาศาล ตัวเลือกชั้นเยี่ยมสำหรับก๊วนที่ต้องการการตั้งรับที่เหนือชั้น","Massiivinen kestävyys, hyvä valinta parempaan ryhmien puolustukseen."
"TID_CHAR_CLASS_INFO_SPEEDSTER","Boosts movement, crucial for outrunning opponents","Pour booster les déplacements, un talent indispensable pour distancer les adversaires.","Erhöht das Bewegungstempo. Wichtig, um Gegner abzuhängen!","Este tipo de unidad potencia el movimiento. Es esencial para dejar atrás a los rivales.","Ha abilità che fanno mangiare la polvere agli avversari e mettono le ali ai piedi.","Versnelt de bewegingssnelheid van je squad. Cruciaal voor het ontkomen aan tegenstanders.","Hareket hızını artırarak düşmanlardan kaçmayı veya düşmanları yakalamayı sağlarlar.","移動速度を上昇できるため、スピード勝負では負けません。","이동력을 높여주어 상대를 제압하는 데 큰 역할을 합니다.","Увеличивает скорость передвижения, что незаменимо, когда нужно обогнать противника.","يعزز سرعة الحركة، وضروري لسبق الخصوم","Acelera o movimento, essencial para ultrapassar oponentes.","可以提升移动速度，让小队在对战中跑得比对手更快。","可以提升移動速度，讓突擊隊在對戰中跑得比對手更快。","Mampu bergerak dengan kecepatan tinggi, karakter ini sangat efisien untuk mengejar lawan.","เพิ่มความสามารถในการเคลื่อนที่ สำคัญต่อการทิ้งห่างศัตรู","Tehostaa liikenopeutta; keskeinen vastustajan voittamiseksi nopeudessa."
"TID_CHAR_CLASS_INFO_SUPPORT_ECONOMY","Optimizes resources, great for gaining loot or building Squads","Pour optimiser les ressources, un super talent pour gagner du butin ou agrandir votre squad.","Optimiert Ressourcen. Eignet sich super, um Beute zu sammeln oder Squads aufzubauen.","Este tipo de unidad optimiza los recursos y es fundamental para conseguir botín o para mejorar escuadrones.","Può ottimizzare le risorse, permettendoti di accumulare bottino o di allargare la squadra.","Optimaliseert grondstoffen. Een goede keuze om buit te verkrijgen en squads samen te stellen.","Kaynakları artırarak daha fazla ödül alıp takımını geliştirmeni sağlarlar","資源を最適化できるため、戦利品の獲得やスクワッドの拡大にうってつけです。","자원 획득에 최적화되어 있어 전리품을 얻거나 스쿼드를 지원합니다.","Оптимизирует ресурсы, что важно при сборе добычи и составлении отрядов.","يحسن الموارد، وممتاز لكسب الغنائم أو تشكيل الفرق","Otimiza os recursos, ideal para obter recursos ou melhorar esquadrões.","可以优化资源，非常有助于获取战利品和壮大小队。","可以優化資源，有助於獲取戰利品和壯大突擊隊。","Mampu mengoptimalkan sumber daya, karakter ini cocok untuk meraih rampasan atau mengembangkan Skuad.","ใช้ประโยชน์จากทรัพยากร\nดีต่อการเก็บของปล้นหรือ\nพัฒนาก๊วน","Optimoi resurssit; mahtava saaliin ansaitsemiseen ja ryhmän kasvattamiseen."
"TID_CHAR_CLASS_INFO_SUPPORT_HEALER","Heals or boosts health, vital for keeping your Squad fighting","Pour soigner ou booster la santé, un talent vital pour durer au combat.","Heilt oder erhöht Trefferpunkte. Sehr wichtig, um deinen Squad zu unterstützen.","Este tipo de unidad puede curar puntos de vida o potenciar la salud. Es indispensable para mantener a tu escuadrón en la batalla.","Tiene in forma la squadra o ne aumenta i punti ferita. È essenziale per sopravvivere in tutto quel trambusto.","Geneest of verhoogt levenspunten. Zeer belangrijk voor de overleving van je squad.","İyileştiren veya sağlığı artıran bu karakterler, takımın savaşmaya devam etmesi için önemlidir.","HPを回復または上昇させてスクワッドを延命できます。","HP를 회복시키거나 증가시켜 스쿼드에 생명력을 불어넣어 줍니다.","Исцеляет или увеличивает запас здоровья, чтобы твой отряд мог сражаться дольше.","تعالج الصحة أو تعززها، وضرورية لاستمرار فرقتك في القتال","Cura ou aumenta a saúde, vital para manter o esquadrão na batalha.","可以治疗或提升生命值，对于提升小队持续作战能力非常重要。","可以治療或提升生命值，對於提升突擊隊的續戰力非常重要。","Mampu memulihkan atau meningkatkan nyawa, karakter ini sangat vital untuk menjaga Skuad tetap bertahan dalam laga.","เยียวยาหรือเพิ่มพลังชีวิต ขาดไม่ได้เมื่อต้องการให้ก๊วนของคุณสู้ต่อไปได้","Parantaa tai tehostaa elinvoimaa; erityisen tärkeä, jotta ryhmä voi jatkaa taistelua."
"TID_GIVE_POWERPOINTS_TO_CHARACTER","Give Elixir to a Character","Donnez de l'élixir à un perso","Gib einem Charakter Elixier","Proporciona elixir a un personaje.","Da' l'elisir a un personaggio.","Geef elixir aan een personage.","İksir verilecek karakteri seç","キャラクターにエリクサーを割り当てる","캐릭터에 엘릭서를 추가하세요.","Отдать эликсир персонажу","منح الإكسير لشخصية","Dê elixir para um personagem","将圣水赋予一名角色","將聖水給予1名角色","Memberikan Eliksir bagi Karakter","มอบน้ำอมฤตให้ตัวละคร","Anna hahmolle eliksiiriä"
"TID_CHARACTER_MAX_LEVEL_REACHED","Max Level Reached!","Niveau max. atteint !","Maximaler Level erreicht!","¡Has alcanzado el nivel máximo!","Livello massimo raggiunto!","Maximale level bereikt!","Maksimum seviyeye ulaşıldı!","最大レベルに到達！","최대 레벨 도달!","Достигнут макс. уровень!","تم بلوغ الحد الأقصى!","Nível máximo atingido!","已达到最高等级！","已達到最高等級！","Level Maks. Tercapai!","ถึงเลเวลสูงสุดแล้ว!","Korkein taso saavutettu!"
"TID_CHARACTER_MAX_POWER_POINTS","Max Power Points Reached!","Points de pouvoir max. atteints !","Maximale Powerpunkte erreicht!","¡Has alcanzado los puntos de fuerza máximos!","Punti energia massimi raggiunti!","Maximale krachtpunten bereikt!","Maksimum güç puanına ulaşıldı!","最大パワーポイントに到達！","최대 PP 도달!","Достигнуто макс. количество очков силы!","بلغت أقصى حد لنقاط القوة!","Máximo de pontos de poder atingido!","已达到最高战力能量！","已達到最高能量點數！","Poin Kekuatan Maks. Tercapai!","ถึงค่าพลังสูงสุดแล้ว!","Korkeimmat tehopisteet saavutettu!"
